Season,Episode,Character,Line
6,Law and Oracle,URL," Revision ball. By decidin' not to shoot Bender, you created an alternate future."
6,Law and Oracle,Fry, I could never shoot you! Never! You taught me how to shave.
6,Law and Oracle,Fry, See?
6,Law and Oracle,Fry, Just get outta here. Go!
6,Law and Oracle,URL, Now dig the unintended consequences.
6,Law and Oracle,Bender," My friends, let us share this booze in a toast to our dear friend, Bender. Oops."
6,Law and Oracle,URL, The Maltese Liquor done destroyed their brains. Fools should've known it's fatal for anyone but Robots and Billy Dee Williams.
6,Law and Oracle,Fry," So, if I don't shoot Bender, all my other friends will die?!"
6,Law and Oracle,URL, Fate is a freaky mistress. Much like the Chief. Look out!
6,Law and Oracle,Fry, Somethin' is not right. I refuse to believe it. Rewind!
6,Law and Oracle,Hedonism Bot, Ooh. Are you the calloused working man I ordered?
6,Law and Oracle,Bender, Uh... Sure.
6,Law and Oracle,Bender," In order to fix your leaky roof, I'll need to spend two or three hours down here in the wine cellar."
6,Law and Oracle,Hedonism Bot, I'll be upstairs putting batteries and things.
6,Law and Oracle,Bender," Whoa! The Maltese Liquor! Forty ounces of Heaven! Here, boy. This is for you. Ah! Invisible safe, eh? Aw, yeah, baby. Two-hundred-and-ten proof."
6,Law and Oracle,Fry, That's all the proof I need. Put the bottle back!
6,Law and Oracle,Bender, We both know I won't do that! Either you're gonna shoot me or I'm gonna spray whipped cream in your eyes and walk outta here like a big shot.
6,Law and Oracle,Fry," Bender, no! You don't have to do something just 'cause it's gonna happen! The future's making a chump outta you!"
6,Law and Oracle,Bender," Oh, yeah?! Well, I'm gonna make a chump outta the future! I'm not stealin' anything."
6,Law and Oracle,Fry, Yes! I stopped the crime without shooting you. The oracle was wrong!
6,Law and Oracle,Male voice, Was I?
6,Law and Oracle,Fry, Pickles?!
6,Law and Oracle,Pickles," Yes. It is I, Pickles! I set the whole thing up. Everyone will think Bender's the thief, while I make off with that glorious brew."
6,Law and Oracle,Bender, Seriously? Why?
6,Law and Oracle,Pickles, So I can kill my Human brain cells. Do you have any idea what a burden it is to know everything that will ever happen?! To never be surprised. To know the punch line of every joke hours in advance.
6,Law and Oracle,Fry, Like watching Leno.
6,Law and Oracle,Pickles," And that is why I faked the prediction of this crime. Nevertheless, stay with me here. Things will now happen just as I fake-predicted. Bender, you're going to hand me that bottle. Not that one! The real one. Which you switched when Fry stupidly looked away."
6,Law and Oracle,Fry, Hey!
6,Law and Oracle,Bender," Aw, man. Why do you gotta be so oracle-y?"
6,Law and Oracle,Pickles," Fry... You are going to shoot Bender, killing him and shattering the fake bottle. Just as I predicted. Do it! It is your destiny!"
6,Law and Oracle,Fry," Funny thing about destiny. Sometimes fate has other plans. Oh, nuts."
6,Law and Oracle,Bender, You shot me! You miserable dingus!
6,Law and Oracle,Pickles, And now the part I didn't show you. Everyone will think Bender killed you. And I walk away with a goofy juice. Finally... Blissful ignorance! I have no idea what's going to happen next!
6,Law and Oracle,Fry," Did you get that, Chief?"
6,Law and Oracle,Chief O'Mannahan, We got it all from behind this prediction-proof glass.
6,Law and Oracle,Pickles, But... How could you know my prediction was fake?
6,Law and Oracle,Fry," I knew somethin' was wrong, but I couldn't put my finger on it. Then it hit me. You showed Bender sharing the deadly booze with our friends. Bender would never share!"
6,Law and Oracle,Bender, The very idea!
6,Law and Oracle,Fry, So we set up this little charade based on an episode of Speed Buggy.
6,Law and Oracle,URL, With the added benefit of me and the Chief bein' locked in a small room.
6,Law and Oracle,Hedonism Bot, Shall we adjourn to the dungeon?
6,Law and Oracle,Fry," Well, I got my shield for stopping Bender. But then I got fired for tipping off Bender."
6,Law and Oracle,Farnsworth," Fry, we have no idea what you do around here, but we desperately need you back."
6,Law and Oracle,Fry," Ruh— Really? Um, I don't suppose there's any chance I can get a promotion..."
6,Law and Oracle,Farnsworth, Sure! What the heck! I hereby promote you to... Executive delivery boy!
6,Law and Oracle,Fry, Executive?!
6,Law and Oracle,Hermes," It's a meanin'less title, but it helps insecure people feel better about themselves."
6,Law and Oracle,Fry, I feel better about myself!
6,Benderama,Hermes," So there it is, people. Due to budget cutbacks, we will no longer be offering free squid guts in the kitcken."
6,Benderama,Farnsworth," Oh, boo-hoo! Everyone, look at my latest invention."
6,Benderama,Zoidberg, Okay.
6,Benderama,Amy, I like how it's not killing us so far.
6,Benderama,Farnsworth, It takes any object and makes two smaller copies!
6,Benderama,Bender, Why?
6,Benderama,Farnsworth," You see... As I age, I've been shrinking and feeling colder. So now I need twice as many sweaters in a smaller size. First, I scan the old sweater. Then, we add some matter. Any old, useless matter will do. Now, the matter prism reorganises the raw material into two smaller copies."
6,Benderama,Fry, So that's where babies' sweaters come from!
6,Benderama,The Scary Door narrator," Enclosed as a PDF attachment, a picture of yourself in a boat on a river. It's a river that flows in two directions. Make that three. It's a magic river, that's how. And it's flowing down the eerie canal to... The Scary Door. That's eerie with two Es. Consider, if you have the energy, Dr. Daniel Zenus, an inventor with a terminal case of the lazies."
6,Benderama,Dr. Daniel Zenus," This Robot will do everything for me. Robot, activate yourself and do my research. Ah!"
6,Benderama,Dr. Daniel Zenus," Next, assume my social obligations."
6,Benderama,Official," Dr. Zenus, for a lifetime of scientific achievement, we present this award to... Your Robot."
6,Benderama,Boy," Daddy, I love you."
6,Benderama,Dr. Daniel Zenus," If only I'd programmed the Robot to be more careful what I wished for. Robot, experience this tragic irony for me."
6,Benderama,Robot, No!
6,Benderama,Dr. Daniel Zenus, Ah!
6,Benderama,Bender, Ah!
6,Benderama,Fry," Man, I wish we had a Robot to do stuff."
6,Benderama,Bender," I know, right?"
6,Benderama,Farnsworth," Bender, thank God I found you in time. I need someone in the lab immediately to fold my new sweaters."
6,Benderama,Bender, I'm sorry. Do you see a Robot in this room named Folder?
6,Benderama,Farnsworth," Fortunately, I came prepared with a backup phrasing. Uh, Bender, would you mind bending my new sweaters? There's only two of them."
6,Benderama,Bender," Hey! Oh! You want me to do two things? Man, I'd call my lawyer if diallin' the phone wasn't such a hassle."
6,Benderama,[Scene, The Planet Express laboratory. Bender enters and sees the two unfolded sweaters. He mutters.]
6,Benderama,<poem>Bender," Razzle, frazzle, two things! Ooh. Razzle, frazzle, duplicator. Now for some tasty matter. Howdy, fellas! I'm Bender."
6,Benderama,Bender duplicate," Go to hell, old man."
6,Benderama,Bender," I like your attitude. Let's party. But, first, fold these two sweaters."
6,Benderama,Bender duplicates, I'm sorry. Do you see a Robot in this room named Folder?
6,Benderama,Bender," Damn, you're cute."
6,Benderama,Bender," Hi! I'm Bender, this is my Robot Bender, and this is my other Robot Bender."
6,Benderama,Leela," Oh, Lord."
6,Benderama,Bender," They're 60%-scaled replicas of me, Bender."
6,Benderama,Leela, Does that mean they only do 60% of the work you do or that they actually do more work because they're only 60% as lazy?
6,Benderama,Bender, Shut up. That's a good one.
6,Benderama,Farnsworth," Enough good ones, everyone. We have a delivery to an Alien space giant."
6,Benderama,Hermes, You'll have to be respectful. This customer is fifty-feet tall and sensitive about his appearance.
6,Benderama,Amy," Colossal tooth whitener, mega deodorant, humongous acne cream... Aw, and one regular-sized condom."
6,Benderama,Bender, All that and a small wiener? This guy's got it goin' on.
6,Benderama,Leela, Remember  Don't show any reaction to his appearance.
6,Benderama,Bender," I hope that's vanishing cream, 'cause that needs to go away."
6,Benderama,Bender duplicate, That's cold-blooded.
6,Benderama,Leela, Shhh!
6,Benderama,Unattractive giant monster, It's okay. I understand. My unusual appearance makes people nervous. You used humour to defuse the tension.
6,Benderama,Bender," Yup. And there's still a little more tension, so look out. You so ugly, when trick-or-treaters come to your house, they give you candy."
6,Benderama,Bender duplicate #1," You so ugly, when you go to the bank, they ask you to put on a ski mask."
6,Benderama,Bender duplicate #2," You so ugly, you crack the Daily Mirror. It's a newspaper!"
6,Benderama,Unattractive giant monster," I wish it weren't so, but many of these things are true. Anyhow, you've lowered my self-esteem a bit more, but I'm sincerely grateful you came all this way to deliver my fungus chizzle."
6,Benderama,Fry," Don't feel bad, sir. It's not your fault. You probably just inherited your appearance from your mother."
6,Benderama,Unattractive giant monster, What?! No one insults my momma.
6,Benderama,Bender," Oh, God! Shield your eyes! It's like Edward James Olmos on IMAX."
6,Benderama,Left Bender duplicate, Did you see his face when I said he's so ugly?
6,Benderama,Right Bender duplicate," No, I blacked out. 'Cause he's so ugly!"
6,Benderama,Bender," Hey, guys, quit reminiscing and grab me two cigars."
6,Benderama,Left Bender duplicate, One thing each?
6,Benderama,Right Bender duplicate, Sounds fair.
6,Benderama,Bender, Wait. Make that four cigars.
6,Benderama,Bender duplicates, You want us to do four things?
6,Benderama,Hermes, My manwich!
6,Benderama,Bender duplicate," What's up, Shorty?"
6,Benderama,Bender," And that's the story of how one of me became two and two became four, makin' seven total. The end."
6,Benderama,Leela," I just like having the end locker. It's not like Amy cares about it at all. But no, she won't trade with me."
6,Benderama,Zoidberg, A rat!
6,Benderama,Leela, Yes! She is a rat!
6,Benderama,Zoidberg, No! Look!
6,Benderama,Very small Bender, Which way to the tiny hookers?
6,Benderama,Amy," A big, fat roach!"
6,Benderama,Hermes, What? I thought I put that away.
6,Benderama,Amy, No! There!
6,Benderama,Bender on the other side, Who're you?
6,Benderama,Insect-sized Bender, Bender sent me.
6,Benderama,Insect-sized Bender," Hey, I know that guy!"
6,Benderama,Farnsworth," Scruffy, what is that tiny Bender doing in my soup?!"
6,Benderama,Scruffy," It appears to be giving you the finger, sir. Enjoy."
6,Benderama,Bender duplicate, Help me! Help me! I'm too lazy to escape!
6,Benderama,Bender duplicate, Ow.
6,Benderama,Bender, What?
6,Benderama,Hermes, This place is crawling with yous!
6,Benderama,Bender," So there's more Benders around. As far as I'm concerned, that's good news!"
6,Benderama,Farnsworth," Bad news, everyone! Look at this infinite series representing the mass of successive generations of Benders."
6,Benderama,Fry, Don't wait for me.
6,Benderama,Farnsworth, It's nonconvergent!
6,Benderama,Fry," Oh, dip!"
6,Benderama,Farnsworth," Unless we quickly exterminate them, they'll replicate ad infinitum and consume all the matter on Earth. According to my calculations, there are eleven generations at the moment. That's 2046 total Benders we need to destroy."
6,Benderama,Bender, Wait. Does that include me?
6,Benderama,Bender, Too bad he didn't have his own Bible.
6,Benderama,Farnsworth, Just 2045 more to go!
6,Benderama,Hermes," 2045, 2046. That's it. We got 'em all except for the big one."
6,Benderama,Amy, Wait. This isn't a real Bender. It's a talking doll from when Bender had that sitcom about the city Robot who moves back to the farm.
6,Benderama,Bender doll," Shut your pumpkin, bumpkin."
6,Benderama,Bender, Alright. So I let one measly Bender get away. How much harm can one infinitely self-reproducing Robot do?
6,Benderama,Leela, Bender! How could you be so lazy and irresponsible?
6,Benderama,Bender," Wait, what? Did someone say I'm great?"
6,Benderama,Bender, What's with the grey goo?
6,Benderama,Microscopic Bender, Bite my tiny metal ass.
6,Benderama,Bender, Hey! Those jerklings ate my couch.
6,Benderama,Farnsworth," Oh, God. We've opened Pandora's fly. They'll reproduce without limit, consuming all the matter in the world."
6,Benderama,Fry, Like the Kardashians.
6,Benderama,Bender, Now they drank my booze?! They've gone too far!
6,Benderama,Leela, Wait a second. All Benders are powered by alcohol!
6,Benderama,Farnsworth," Of course! Long before the Benders devour the Earth, they'll deplete the planet's booze and die off. This is a problem that will solve itself."
6,Benderama,Bender," A problem that solves itself? That sounds like a job for me, Bender."
6,Benderama,Morbo," Our top story  All alcohol on Earth has mysteriously disappeared. Consequences are minimal, except among the most hardened alcoholics. Linda?"
6,Benderama,Linda, I can no longer face my children!
6,Benderama,Leela," Crisis averted. Without alcohol, the Benders are dying off!"
6,Benderama,Scruffy," A greater tragedy my eyes have never beheld. Well, into the terlet."
6,Benderama,Bender," So sober, so weak..."
6,Benderama,Leela, Things really worked out nicely this time.
6,Benderama,Farnsworth, This doesn't taste like old-man water.
6,Benderama,Farnsworth, Everyone to The Situation Room!
6,Benderama,Farnsworth," I was lying here, snoozing, dreaming, oddly enough, about bathing in champagne with six of the world's most distinguished scientists, when suddenly I realised my bathwater had been transformed into alcohol."
6,Benderama,Bender, Alcohol?
6,Benderama,Fry, Chug! Chug!
6,Benderama,Bender, It's like fine cognac with a hint of aged scrotum.
6,Benderama,Leela, How can this be? I thought the Benders drank all the alcohol in the world!
6,Benderama,Farnsworth," They did. But then they made more! You see, once the Benders reached atomic scale, they began directly manipulating water and CO2 molecules to make alcohol. In a matter of hours, there will be no more fresh water on Earth."
6,Benderama,Bender," Oh, no! What will I mix with my Scotch?"
6,Benderama,Linda," Hey, you! Good evening. Who're you calling drunk? You're not drunk! I'm drunk."
6,Benderama,Morbo," That's right, Linda. Water is now— Now booze and everyone's tetty much protally fitshaced."
6,Benderama,Linda," Turning to sports, the Indy 500 was today. There were no survivors."
6,Benderama,Amy, This chair is so comfortable.
6,Benderama,Bender, Classic Amy.
6,Benderama,Hermes, You wanna see a picture of my boy?
6,Benderama,Zoidberg, Sure. That's your penis!
6,Benderama,Hermes, That's my boy!
6,Benderama,Leela, I guess this is a... Not so bad. As long as we don't need to use our mental... Mental...
6,Benderama,Fry, Minds?
6,Benderama,Leela, Wha?
6,Benderama,Fry," No, listen. I... freakin' love you. But I don't throw that word around!"
6,Benderama,Farnsworth," Oh, I know you don't. That's why I love you. Are the pizza muffins ready?"
6,Benderama,Fry, He's here for revenging. That's why.
6,Benderama,Unattractive giant monster, No! Wait! I'm here to apologise.
6,Benderama,Leela, For your looks? Nice one.
6,Benderama,Unattractive giant monster," Well, yes, actually. It is sort of related to that. Can we talk? Grabbing your spaceship was not okay. I lost my cool and I'm sorry. In group, I learned that I tend to be a bit..."
6,Benderama,Hermes, Repulsive?
6,Benderama,Unattractive giant monster," Sensitive. So now I'm, like, trying to work on my attitude and project an air of positivity."
6,Benderama,Zoidberg, You're projecting an air of something.
6,Benderama,Amy," You're so stinky, you need right guard and left guard."
6,Benderama,Unattractive giant monster, I'll take your hygiene advice to heart.
6,Benderama,Farnsworth, You're ugly!
6,Benderama,Unattractive giant monster, Hey! Ow!
6,Benderama,Zapp," Yo, freakshow! Your face has been declared a weapon of mass disgusting!"
6,Benderama,Kif, Timeless.
6,Benderama,Unattractive giant monster," Okay, deep breath, deep breath. Dr. Lesterman? I'm sorry to bother you, but I think I'm close to a temper-control incident."
6,Benderama,Female voice, You have reached the office of Dr. Judy Lesterman and Dr. Ira Rodkiss. The office is now closed. If this is a pharmacy call—
6,Benderama,Unattractive giant monster," That's it! I promised myself I wouldn't do this, but I... I will destroy you all. I won't stop until your whole planet is as ugly as you perceived me to be!"
6,Benderama,Zapp, That will take a very long time.
6,Benderama,Kif," Oh, God! Stop. Stop."
6,Benderama,Bender, Ah!
6,Benderama,Fry, Blunder? You're the only one who's sober. You gotta do somethin'.
6,Benderama,Bender, Haven't I done enough already?
6,Benderama,Fry, Please... Stop the monster. Just do that one thing.
6,Benderama,Bender, Make it zero and you got a deal.
6,Benderama,Fry, What if I folded the Professor's sweaters for you?
6,Benderama,Bender, Both of them?! You mean you'll do two things and I only have to do one thing?
6,Benderama,Fry, Yeah. To save the world.
6,Benderama,Fry, Sucker.
6,Benderama,Bender," Legion of Benders, come onto me. We have one thing to do!"
6,Benderama,Bender duplicates, Screw that.
6,Benderama,Bender," Oh, come on, you lazy jerks. If we all pitch in, we each only have to do one quintillionth of a thing."
6,Benderama,Bender duplicates, Alright.
6,Benderama,Bender, Whoa. Big Bender starts right now.
6,Benderama,Unattractive giant monster," Get a shave, ugly!"
6,Benderama,Bender," How about some aftershave, dumpy?"
6,Benderama,Unattractive giant monster, You big bully!
6,Benderama,Bender, You ugly nerd! Enjoy a nice guggenheim swirley. Let this beatin' be a lesson about never attacking those more handsome than oneself.
6,Benderama,Unattractive giant monster, All I wanted was to apologise to you people! But now I have to kill you.
6,Benderama,Bender, How? By makin' me look at you?
6,Benderama,Unattractive giant monster, No. By makin' you look at... My momma!
6,Benderama,Bender, Your momma's so ugly!
6,Benderama,Unattractive giant monster, I told you not to talk about my momma!
6,Benderama,Male voice," Walk toward the light, Bender."
6,Benderama,Bender," Aw, man. Do I have to walk?"
6,Benderama,Fry, No!
6,Benderama,Unattractive giant monster," No! At last, I'm beautiful."
6,Benderama,Bender," Yeah, if you're in the grave dust."
6,Benderama,Fry," Bender, you did it!"
6,Benderama,Bender," No, we did it. Ladies and gentlemen, if together we were able to defeat this giant space monster, think how also we might defeat the monsters of poverty and disease and unliteracy. In this spirit, I ask my fellow Benders to join me in working diligently to—"
6,Benderama,Bender duplicate A, Go to hell!
6,Benderama,Bender duplicate B, Come on. Let's go some place where we don't have to do one quintillionth of a thing all the time.
6,Benderama,Bender," Well, that was dumb."
6,Benderama,Fry, Looks like it's full of dig dogs.
6,Benderama,Amy," Man, we're way drunk. What happened, Professor?"
6,Benderama,Farnsworth, Something absolutely incredible! The sweaters got folded.
6,Benderama,Zoidberg, But how?
6,Benderama,Fry," I didn't do it. Bender, did you learn a lesson about not bein' lazy while the rest of us were bombed out of our gourds?"
6,Benderama,Bender," Maybe I did, Fry. Maybe I did. Or maybe I rescued one last mini-Bender to fold stupid, ugly sweaters while I laughed at him. I guess we'll never know."
6,The Tip of the Zoidberg,Man, Mom on deck! Ten—
6,The Tip of the Zoidberg,Mom," Alright, grunts. Here's your pre-mission pep talk. Shoot anyone who doesn't obey hard enough."
6,The Tip of the Zoidberg,Man, But—
6,The Tip of the Zoidberg,Mom," Stop gaining knowledge, Hubert! It's a simple mission. The grunts catch the Alien, the surgeon guts it, and you smuggle the poison parts back here."
6,The Tip of the Zoidberg,Farnsworth," Eh, something about poison. Got it. Eh, by the way, that surgeon... Where is he?"
6,The Tip of the Zoidberg,Mom, You! Where's the butcher?!
6,The Tip of the Zoidberg,Man," Ma'am, I dunno, ma'am. 'Is duffel bag arrived."
6,The Tip of the Zoidberg,Zoidberg, It's not a duffel bag. It's my apartment.
6,The Tip of the Zoidberg,Mom," Hubert, meet John Zoidberg. You need an Alien hacked to pieces, he's the best there is. In the budget category."
6,The Tip of the Zoidberg,Farnsworth, Have you ever dissected a Yeti before?
6,The Tip of the Zoidberg,Zoidberg, Pfff. Himalayan or Neptunian?
6,The Tip of the Zoidberg,Farnsworth, Tritonian.
6,The Tip of the Zoidberg,Zoidberg," A Tritonian Yeti?! You two aren't up to anything unethical, are you?!"
6,The Tip of the Zoidberg,Mom," Relax. There's nothing unethical about covert biological weapons research. I said, ""Relax."""
6,The Tip of the Zoidberg,Farnsworth," Ah, Zoidberg. We've known each other so long that... Sometimes, I don't think we even need words to understand each other."
6,The Tip of the Zoidberg,Zoidberg, What?
6,The Tip of the Zoidberg,Leela," Once and for all, Fry, even though it's the future, most objects are still just objects. Not Aliens who look like objects."
6,The Tip of the Zoidberg,Fry, So my efforts to establish diplomatic relations with the cactus people were doomed from the start.
6,The Tip of the Zoidberg,Zoidberg," So you're in pain and 'ave a bunch o' needles. I prescribe acupuncture. Let's begin. Blood?! I mean, ""Blood."""
6,The Tip of the Zoidberg,Fry, Put it back in me!
6,The Tip of the Zoidberg,Zoidberg, I'm afraid Fry lost a lotta juice. He's developed Simpsons jaundice.
6,The Tip of the Zoidberg,Fry," ¡Ay, caramba!"
6,The Tip of the Zoidberg,Zoidberg, His only hope is some replacement liver. Yours looks like a good match.
6,The Tip of the Zoidberg,Leela," Well, if it'll help Fry—"
6,The Tip of the Zoidberg,Fry," Careful, Leela! He knows less about Human anatomy than I do. And I can't even find my own uterus!"
6,The Tip of the Zoidberg,Zoidberg, You may feel a slight sawing!
6,The Tip of the Zoidberg,Zoidberg, And all we need is a little spine supplement to replace what Leela lost in that unavoidable saw mix-up.
6,The Tip of the Zoidberg,Leela," It wasn't unavoidable! You just had to stop cutting my spine when I yelled, ""Stop! You're cutting my spine!"""
6,The Tip of the Zoidberg,Fry, Quit complaining! My body rejected your liver and now I've got Garfield syndrome. I hate Mondays.
6,The Tip of the Zoidberg,Zoidberg," Anyhow, Hermes, all Leela needs is one of your vertebrae."
6,The Tip of the Zoidberg,Hermes," But, Doctor, will I be able to limbo afterwards?"
6,The Tip of the Zoidberg,Zoidberg," Could you limbo before? Wait. I say, ""Yes."" And you say, ""I couldn't limbo before."" You ruined the joke, Hermes!"
6,The Tip of the Zoidberg,Zoidberg," There you go, Leela. Good as new!"
6,The Tip of the Zoidberg,Leela, Whoa! Whoa!
6,The Tip of the Zoidberg,Fry," Oh, sure."
6,The Tip of the Zoidberg,Leela, Whoa!
6,The Tip of the Zoidberg,Fry, Leela's fine. But my jaundice has progressed a Muppet gangrene. It's not easy being gangrenous.
6,The Tip of the Zoidberg,Hermes, I thought you were only gonna take out one vertebra!
6,The Tip of the Zoidberg,Zoidberg," Yeah, but did you ever play Jenga? Sometimes, you pull one and—"
6,The Tip of the Zoidberg,Fry," Oh, yeah? Well, I've got news for ya. I'm not stayin' like this. You're the Doctor!"
6,The Tip of the Zoidberg,Zoidberg, Hmmm. What started out as a pleasant afternoon of drugs and surgery has not gone as planned. But don't worry. We still 'ave three or four coworkers with plenty of spare parts.
6,The Tip of the Zoidberg,Zoidberg," My first mission. I'm so excited. And, after I dissect the Yeti's poison glands, we can stop maybe for ice cream on the way back? With sprinkles on?"
6,The Tip of the Zoidberg,Farnsworth," Why, you're just a big kid, aren't you, Zoidberg?"
6,The Tip of the Zoidberg,Zoidberg, A very big kid.
6,The Tip of the Zoidberg,Man," We're over the drop zone, gentlemen. Might I suggest you jump out the door and poop yourselves."
6,The Tip of the Zoidberg,Zoidberg," So, anyway, I hope the men 'ave been taking their hypermalaria pills."
6,The Tip of the Zoidberg,Farnsworth, Their wha?!
6,The Tip of the Zoidberg,Zoidberg," ""Their wha?!"" That's funny. Like a crazy, old man. But you know what's not funny? Deadly Tritonian hypermalaria. Just be sure to stay outta the methane swamps. What smells like methane?"
6,The Tip of the Zoidberg,Doctor, My God. I've never seen such a gruesome shark attack. Especially this far inland.
6,The Tip of the Zoidberg,Leela," It wasn't a shark. It was an awful, incompetent doctor."
6,The Tip of the Zoidberg,Doctor, Wow. He must've been a total Zoidberg.
6,The Tip of the Zoidberg,Hermes," It was Zoidberg! He brutalised us with power tools, gypsy curses, and hypnosis!"
6,The Tip of the Zoidberg,Amy," Yes, master."
6,The Tip of the Zoidberg,Doctor, You'll all get through this. I give you my word as a real doctor.
6,The Tip of the Zoidberg,Bender, What about me?
6,The Tip of the Zoidberg,Doctor, What did 'e do to you?
6,The Tip of the Zoidberg,Bender," I dunno exactly, but... I'm incontinent."
6,The Tip of the Zoidberg,Doctor, I'm truly sorry.
6,The Tip of the Zoidberg,Fry, I consider myself a reasonable man. Quick with a joke. Slow to anger. But Bender can't go on long car trips anymore an' I say Zoidberg must die!
6,The Tip of the Zoidberg,Hermes," People, please! Let's not overreact— Death to the crab!"
6,The Tip of the Zoidberg,Farnsworth," How bad is it, Doctor?"
6,The Tip of the Zoidberg,Zoidberg, Super bad. It's Tritonian hypermalaria. A lot of these men will be dead within twenty-four hours.
6,The Tip of the Zoidberg,Man, What?!
6,The Tip of the Zoidberg,Zoidberg," Not you, though! You'll make a complete recovery and go on to marry a super model! Funny plague, hypermalaria. It can kill immediately. Or lie dormant for decades. But, sooner or later, it erupts, causing fever, spasms, madness, coma, and finally... Death."
6,The Tip of the Zoidberg,Man, What?!
6,The Tip of the Zoidberg,Zoidberg, Super model!
6,The Tip of the Zoidberg,Farnsworth," Oh! Those poor, doomed bastards. I guess it's up to me to complete the mission."
6,The Tip of the Zoidberg,Farnsworth," I'll be in the swamp, blowing the smirk off a toxic Yeti."
6,The Tip of the Zoidberg,Hermes," Professor, we need to talk! Man-to-mob. You need to listen to us! Yes, you do!"
6,The Tip of the Zoidberg,Leela, We've had it with Zoidberg! We demand you fire him!
6,The Tip of the Zoidberg,Farnsworth," Nonsense! Zoidberg's a fine physician. For Aliens. Your mistake is being Humans! No. If I'm going to fire anyone, it'll be Scruffy."
6,The Tip of the Zoidberg,Hermes, Ya can't do that!
6,The Tip of the Zoidberg,Bender, What did Scruffy ever do to you?!
6,The Tip of the Zoidberg,Amy, Over my dead body!
6,The Tip of the Zoidberg,Bender," Don't you get it, old man? Thanks to Dr. Scissor Hands, I wet myself every time I laugh. It's not funny! Well... I guess it is kinda funny. Uh-oh."
6,The Tip of the Zoidberg,Hermes," Why are you protecting Zoidberg, Professor? Do you owe him something?"
6,The Tip of the Zoidberg,Leela, Is he blackmailing you somehow?
6,The Tip of the Zoidberg,Amy, What does 'e have on you?! Why have you kept 'im around all these years when 'e's so grossly incompetent?!
6,The Tip of the Zoidberg,Farnsworth," Long ago, Zoidberg an' I entered into a secret arrangement relating to certain extraordinary events too horrible to reveal. So there's nothing to be curious about!"
6,The Tip of the Zoidberg,Farnsworth, Stop or I'll shoot! Zoidberg?!
6,The Tip of the Zoidberg,Zoidberg," You can't hunt a Yeti by yourself, sir. It's suicidal."
6,The Tip of the Zoidberg,Farnsworth," So what?! I'm going to die of hypermalaria, anyway. I was in the same swamp as the rest of the men."
6,The Tip of the Zoidberg,Zoidberg," Just because you were in the swamp, doesn't necessarily mean—"
6,The Tip of the Zoidberg,Farnsworth," I was thirsty from the flight! I drank swamp water! Look, Zoidberg. You're a loyal friend."
6,The Tip of the Zoidberg,Zoidberg, Friend?!
6,The Tip of the Zoidberg,Farnsworth, But I'm doomed. I might as well capture a Yeti and die trying.
6,The Tip of the Zoidberg,Zoidberg, Then you'll need someone to dissect it! Friend.
6,The Tip of the Zoidberg,Farnsworth," Go, Johnny! Go! That's an order!"
6,The Tip of the Zoidberg,Zoidberg, Never! Zoidberg doesn't abandon a friend apparently.
6,The Tip of the Zoidberg,Farnsworth, Ooh! Ooh-ho-ho!
6,The Tip of the Zoidberg,Zoidberg, I'll save us! By scaring 'im off with my crazy war noise! Crunch all you want. I'll make more.
6,The Tip of the Zoidberg,Zoidberg, Oy. I lost another one.
6,The Tip of the Zoidberg,Leela," Zoidberg... I'm sorry to break it to you this way, but we hate you and we never wanna see you again."
6,The Tip of the Zoidberg,Zoidberg," But, friends—"
6,The Tip of the Zoidberg,Hermes, We're not your friends! We're your victims!
6,The Tip of the Zoidberg,Zoidberg, I was just trying to—
6,The Tip of the Zoidberg,Amy, Shut up and give me my kidney back!
6,The Tip of the Zoidberg,Zoidberg, I'm sorry. I'm sorry.
6,The Tip of the Zoidberg,Fry, We dunno why the Professor keeps you around here and we don't care! You're a terrible doctor! Nobody wants to see you ever again!
6,The Tip of the Zoidberg,Farnsworth," Dr. Zoidberg, I want to see you right now!"
6,The Tip of the Zoidberg,Farnsworth," The time 'as come, my friend. We have to talk about... Our arrangement."
6,The Tip of the Zoidberg,Zoidberg," Oh, no! No! No! Oh, no, no, no! Oh, no!"
6,The Tip of the Zoidberg,Zoidberg," Oh, no!"
6,The Tip of the Zoidberg,Farnsworth," Unpaw him, you big ape! I saw this in a Tarzan movie. It was called... Tarzan versus the Yetis. I lost my virginity... Ooh! During the film. So I'm... Hah! A little fuzzy on the details. Oh! John... Are you alright?"
6,The Tip of the Zoidberg,Zoidberg, You! You saved my life!
6,The Tip of the Zoidberg,Farnsworth," Oh, fuff."
6,The Tip of the Zoidberg,Zoidberg," Yes, fuff. How can I ever repay you?! Do you need a slave? Or maybe a butler?"
6,The Tip of the Zoidberg,Farnsworth," No, I haven't needed a butler since grad school. But I do need a doctor. I don't wanna die like those marines, John. The fever! The madness!"
6,The Tip of the Zoidberg,Zoidberg," Don't forget the spasms, coma, and death."
6,The Tip of the Zoidberg,Farnsworth, I don't want to go through that! I want you to kill me!
6,The Tip of the Zoidberg,Zoidberg, Alright. Give me the knife.
6,The Tip of the Zoidberg,Farnsworth, Not now! Hypermalaria can lie dormant for years. Isn't that what you said?
6,The Tip of the Zoidberg,Zoidberg, It sounds like something I would say.
6,The Tip of the Zoidberg,Farnsworth, So stay with me until the symptoms start. Then... Put me out of my misery. You must swear!
